ths_operating_revenue_yoy_stock,ths_or_yoy_stock,ths_op_yoy_stock,ths_total_profit_yoy_stock,ths_np_yoy_stock,ths_np_atsopc_yoy_stock,ths_np_atsopc_dnrgal_yoy_stock,ths_net_interest_income_growth_stock,ths_interest_income_growth_stock,ths_interest_expense_growth_stock,ths_operating_cost_yoy_stock,ths_ncf_of_oa_yoy_stock,ths_oa_cf_net_amt_yoy_stock,ths_cash_net_flow_yoy_stock,ths_net_assets_yoy_stock,ths_total_liab_growth_yoy_stock,ths_total_assets_growth_yoy_stock,ths_account_receivable_yoy_stock,ths_currency_capital_yoy_stock,thscode,time
-8.3955,-8.3955,5.1377,5.1151,6.1518542066805,4.0989,7.3447,,,,-11.99855453934,-22.4516,-22.4303,-168.65473218902,9.395229451623,26.007894808313,15.821478655225,-10.302935687366,-9.4047071095224,603019.SH,
