ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
中科曙光,1463115784.0,,,,,,大型企业,　　电子信息、软件技术开发、咨询、服务、转让、培训；计算机及外围设备、软件制造、批发兼零售；计算机系统集成；物业管理；货物及技术进出口；设备出租、场地出租；计算机及外围设备维修、租赁；建筑安装业；通信设备研发、生产、批发兼零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,高端计算机、存储产品、网络安全产品、云计算服务、数据中心、计算服务,研究、开发、生产制造高性能计算机、通用服务器及存储产品、软件开发、系统集成与技术服务,"浪潮电子信息产业股份有限公司,紫光股份有限公司","IBM,Vmware, Inc.,戴尔科技公司,新华三技术有限公司,浪潮电子信息产业股份有限公司",www.sugon.com,,1463115784.0,北京中科算源资产管理有限公司,214793948.0,603019.SH,
